G_133	-0.0329	-0.0811
G_134	-0.0334	0.0105
G_135	-0.0124	-0.0686
G_136	-0.0283	0.0123
G_137	-0.0348	0.0098
G_138	-0.0362	-0.0792
G_139	-0.0238	-0.0698
G_140	-0.0058	-0.0615
G_141	-0.028	-0.0738
G_142	-0.0254	-0.082
G_143	-0.0294	-0.0815
G_144	-0.0059	-0.0655
G_145	-0.0295	0.0139
G_146	-0.0376	0.01
G_147	-0.0207	0.0273
G_148	-0.009	-0.0613
G_149	-0.0333	-0.082
G_150	-0.028	0.0169
G_151	-0.0203	0.0261
G_152	-0.0071	-0.0579
G_153	0.0608	0.0337
G_154	-0.0336	0.0084
G_155	-0.0347	-0.0811
G_156	-0.0364	0.008
G_157	0.0234	0.0782
G_158	-0.035	0.0076
G_159	-0.0354	0.0111
G_160	-0.034	0.0114
G_161	0.083	0.0557
G_162	-0.0322	0.0143
G_163	0.0054	-0.0349
G_164	0.0506	-0.0304
G_165	-0.0367	-0.0821
G_166	0.127	0.0296
G_167	0.1175	0.0627
G_168	-0.0361	-0.0822
G_169	-0.0305	0.0136
G_170	-0.0355	0.0091
G_171	-0.0356	-0.0799
G_172	-0.0359	-0.0827
G_173	-0.0326	-0.0712
G_174	-0.022	-0.0692
G_175	-0.0265	0.0115
G_176	-0.0361	0.0091
G_177	-0.0346	-0.0816
G_178	-0.0359	0.0079
G_179	-0.0179	-0.0714
G_180	-0.0368	-0.082
G_181	-0.031	0.0172
G_182	-0.0354	0.0078
G_183	-0.0357	0.0112
G_184	-0.0168	0.0304
G_185	-0.0303	0.0171
G_186	0.0104	-0.0444
G_187	-0.0389	-0.0818
G_188	-0.0383	0.0073
G_189	-0.0364	-0.0809
G_190	0.3241	0.1246
G_191	0.0181	-0.0381
G_192	-0.0347	0.0087
G_193	-0.0305	0.0148
G_194	-0.0377	0.0089
G_195	0.0081	-0.0279
G_196	0.01	0.0605
G_197	-0.0358	0.0094
G_198	-0.0282	-0.0762
G_199	-0.0269	0.0168
G_200	-0.0129	-0.0628
G_201	-0.0317	0.0117
G_202	-0.0336	0.0084
G_203	-0.0387	0.0074
G_204	-0.0359	-0.0824
G_205	-0.038	0.0084
G_206	0.3376	0.1346
G_207	-0.0321	0.0159
G_208	0.0217	-0.0474
G_209	-0.0358	-0.0825
G_210	-0.0155	-0.0676
G_211	-0.0375	0.0074
G_212	-0.0047	-0.0495
G_213	-0.037	-0.0821
G_214	-0.0299	-0.0716
G_215	0.0279	-0.0415
G_216	0.0087	0.0451
G_217	-0.0385	0.0082
G_218	-0.0358	0.0077
G_219	-0.0137	-0.0614
G_220	-0.0117	-0.0793
G_221	-0.0339	-0.0787
G_222	-0.036	0.0077
G_223	0.07	0.0224
G_224	-0.0368	0.0094
G_225	-0.031	0.013
G_226	0.1004	0.0784
G_227	-0.0246	0.0174
G_228	-0.0143	-0.0657
G_229	-0.0322	0.0099
G_230	-0.0337	-0.0763
G_231	-0.0157	0.0305
G_232	-0.0258	-0.076
G_233	0.3608	0.288
G_234	-0.0238	0.024
G_235	-0.0381	0.0113
G_236	0.2469	0.3517
G_237	-0.0353	-0.0819
G_238	-0.035	0.0094
G_239	0.069	0.0239
G_240	0.0173	-0.0407
G_241	0.0363	-0.0307
G_242	0.0746	0.0025
G_243	-0.0346	0.0126
G_244	0.048	-0.0192
G_245	-0.0237	0.0191
G_246	0.0405	-0.0346
G_247	-0.0353	0.0081
G_248	-0.0322	-0.0779
G_249	-0.0361	-0.0817
G_250	-0.0254	0.021
G_251	0.1571	0.1158
G_252	-0.0233	0.0185
G_253	-0.02	-0.0644
G_254	0.0108	-0.0422
G_255	0.0032	0.0371
G_256	-0.0343	-0.0773
G_257	-0.0342	0.0093
G_258	0.0902	0.0311
G_259	0.2332	0.2864
G_260	-0.0359	0.0087
G_261	0.3564	0.3049
G_262	-0.0372	0.0076
G_263	0.1271	0.0336
G_264	0.4695	0.2597
G_265	-0.0093	-0.0595
G_266	-0.0331	0.0161
G_267	-0.0317	-0.0737
G_268	-0.0323	0.0102
G_269	-0.0345	-0.0794
G_270	-0.0282	-0.0694
G_271	0.0171	0.0598
G_272	0.0886	0.1679
G_273	-0.0337	-0.0809
G_274	-0.0345	0.0129
G_275	-0.034	-0.0765
G_276	-0.0358	-0.0772
G_277	-0.0331	0.0106
G_278	-0.0337	0.0118
G_279	-0.0367	0.0093
G_280	-0.0354	-0.0815
G_281	-0.0131	-0.0707
G_282	-0.0258	-0.0742
G_283	-0.03	-0.073
G_284	0.0002	-0.0365
G_285	-0.0366	0.0078
G_286	-0.0371	0.0081
G_287	-0.0207	0.019
G_288	-0.035	0.0085
G_289	0.0617	-0.0054
G_290	0.0161	0.0623
G_291	-0.0246	-0.0763
G_292	-0.0386	-0.0822
G_293	-0.0378	0.0083
G_294	-0.0096	-0.056
G_295	-0.0358	0.0124
G_296	-0.0342	-0.0812
G_297	0.0583	0.0079
G_298	0.0662	0.0341
G_299	-0.0351	-0.0827
G_300	-0.0081	0.0397
G_301	-0.0144	0.0404
G_302	0.021	-0.0457
G_303	-0.0355	0.0074
G_304	0.0201	0.0741
G_305	-0.029	-0.0814
G_306	-0.0372	-0.0823
G_307	-0.0348	-0.0817
G_308	-0.0313	0.0109
G_309	-0.0251	-0.0727
G_310	-0.0256	0.0215
G_311	-0.0372	0.0095
G_312	-0.0313	0.0123
G_313	-0.0173	0.0234
G_314	-0.0356	-0.0827
G_315	0.1844	0.0324
G_316	-0.0345	-0.082
G_317	-0.0241	-0.0736
G_318	-0.037	0.0125
G_319	-0.032	0.0143
G_320	-0.0347	-0.0787
G_321	-0.034	0.0075
G_322	-0.0099	-0.0491
G_323	-0.0385	-0.0826
G_324	-0.0355	0.0096
G_325	-0.0281	0.0148
G_326	-0.0345	-0.0777
G_327	-0.0364	0.0079
G_328	-0.0258	-0.0711
G_329	-0.0183	0.0299
G_330	-0.0339	-0.081
G_331	-0.0388	-0.0826
G_332	-0.0338	0.0127
G_333	-0.034	-0.0785
G_334	0.0116	0.0566
G_335	-0.031	0.0118
G_336	-0.0362	0.01
G_337	0.0009	-0.0485
G_338	0.0882	0.0005
G_339	-0.026	-0.0692
G_340	-0.0339	-0.0818
G_341	-0.0248	0.0189
G_342	0.0236	-0.028
G_343	-0.037	0.0097
G_344	-0.0358	0.0111
G_345	-0.0278	-0.0715
G_346	0.0038	0.0555
G_347	-0.0013	0.0479
G_348	-0.0269	-0.0819
G_349	-0.0354	0.0101
G_350	-0.0289	-0.0764
G_351	0.0028	0.0329
G_352	-0.0348	-0.0801
G_353	-0.0305	0.0176
G_354	-0.0272	0.0125
G_355	0.3882	0.3639
G_356	-0.0309	0.0105
G_357	-0.0228	0.0143
G_358	-0.0068	0.0274
G_359	-0.0145	0.0395
G_360	-0.0248	-0.0714
G_361	-0.0343	0.0104
G_362	0.1505	0.0533
G_363	-0.029	0.0113
G_364	0.3654	0.3859
G_365	-0.0167	-0.0772
G_366	0.4173	-0.0458
G_367	-0.0085	0.0472
G_368	0.0316	0.0673
G_369	0.0126	0.0602
G_370	0.0016	-0.0406
G_371	0.2307	0.1478
G_372	-0.018	0.0359
G_373	0.427	0.259
G_374	-0.0375	-0.0823
G_375	0.0603	0.076
G_376	-0.0364	-0.0749
G_377	-0.0363	-0.0824
G_378	-0.0245	0.0164
G_379	-0.026	-0.075
G_380	-0.0263	-0.0778
G_381	-0.0243	0.0199
G_382	-0.0372	0.0112
G_383	-0.0041	-0.0557
G_384	-0.0289	0.0137
G_385	0.2649	0.2493
G_386	-0.0346	0.0102
G_387	-0.0342	0.0153
G_388	-0.0315	0.0143
G_389	0.0157	0.0703
G_390	-0.0341	0.0137
G_391	0.0725	0.0043
G_392	-0.0343	0.0099
G_393	0.0207	-0.0361
G_394	-0.0325	0.0121
G_395	-0.0371	0.0088
G_396	0.0021	0.0422
G_397	-0.0346	0.0086
G_398	-0.0353	0.0096
G_399	-0.0288	-0.0762
G_400	-0.0328	0.0151
G_401	0.09	0.1074
G_402	-0.0296	0.0125
G_403	-0.0318	-0.0783
G_404	0.1384	0.1142
G_405	-0.0289	0.0173
G_406	-0.0236	-0.0609
G_407	-0.0347	0.0111
G_408	-0.0074	0.0265
G_409	-0.0341	0.0092
G_410	-0.003	-0.0557
G_411	-0.0327	0.0125
G_412	-0.0308	-0.0755
G_413	-0.0319	0.0137
G_414	-0.0346	0.01
G_415	-0.0169	-0.0714
G_416	-0.0285	0.023
G_417	-0.037	0.0115
G_418	-0.0318	-0.0807
G_419	-0.0043	-0.0506
G_420	-0.0338	0.0113
G_421	0.1803	0.1541
G_422	-0.0295	0.0098
G_423	-0.0296	0.0132
G_424	-0.031	0.0181
G_425	-0.0285	-0.0747
G_426	0.0477	0.1162
G_427	-0.0165	-0.069
G_428	-0.0359	0.0115
G_429	0.0587	-0.0082
G_430	-0.0372	0.0088
G_431	-0.0358	0.012
G_432	0.0395	0.0835
G_433	-0.0337	-0.0787
G_434	-0.0272	-0.0711
G_435	-0.0058	-0.0652
G_436	-0.0315	-0.078
G_437	-0.0098	-0.0665
G_438	-0.0276	-0.0734
G_439	-0.0369	-0.0828
G_440	-0.0312	0.0088
G_441	-0.0348	-0.0818
G_442	-0.0299	-0.0783
G_443	-0.0279	0.0169
G_444	-0.0329	0.0136
G_445	-0.027	0.015
G_446	0.1195	0.2008
G_447	-0.0293	-0.0816
G_448	-0.03	-0.0774
G_449	-0.0305	-0.0762
G_450	-0.0333	-0.0793
G_451	-0.0194	-0.0738
G_452	-0.0354	0.0091
G_453	-0.0364	-0.0827
G_454	0.0394	-0.0156
G_455	-0.0336	-0.0809
G_456	-0.0323	0.009
G_457	-0.036	0.0124
G_458	-0.0043	-0.0611
G_459	-0.0337	-0.0826
G_460	-0.0358	0.0071
G_461	-0.0322	-0.0797
G_462	-0.0387	0.0082
G_463	-0.0312	-0.0757
G_464	0.1485	0.0283
G_465	-0.0209	0.0245
G_466	-0.0338	0.0095
G_467	-0.0323	-0.0793
G_468	-0.0367	-0.0826
G_469	0.0163	0.0767
G_470	0.042	0.1294
G_471	0.0547	0.0724
G_472	-0.0165	0.0209
G_473	-0.0392	0.0083
G_474	0.086	0.0253
G_475	-0.0384	-0.0822
G_476	-0.035	0.0105
G_477	-0.0269	0.0112
G_478	-0.0188	0.022
G_479	-0.0362	0.0085
G_480	-0.0308	0.0141
G_481	-0.0167	-0.0673
G_482	-0.0209	0.0266
G_483	-0.0385	-0.0822
G_484	-0.0359	0.0105
G_485	-0.0179	-0.0746
G_486	0.0904	0.0973
G_487	-0.0114	-0.0583
G_488	-0.0281	0.0134
G_489	-0.0284	0.018
G_490	-0.0268	0.0145
G_491	-0.0334	-0.0817
G_492	-0.0387	0.0072
G_493	-0.0305	0.013
G_494	-0.0326	0.0094
G_495	-0.0157	0.0356
G_496	-0.0343	-0.0815
G_497	-0.0294	-0.0793
G_498	-0.0352	-0.0776
G_499	-0.0266	0.0238
G_500	-0.0313	0.0094
G_501	-0.0254	-0.0695
G_502	-0.0326	-0.0793
G_503	-0.0334	-0.0816
G_504	-0.0291	-0.0762
G_505	-0.0305	-0.0765
G_506	-0.0385	0.0079
G_507	0.0803	0.0104
G_508	-0.0351	-0.0814
G_509	-0.0136	-0.0706
G_510	-0.0134	0.0285
G_511	-0.0277	0.0161
G_512	-0.0345	0.0098
G_513	0.0899	0.0046
G_514	-0.0277	0.0162
G_515	-0.032	0.0112
G_516	0.0261	-0.047
G_517	-0.0388	0.0073
G_518	-0.0332	-0.0815
G_519	-0.0361	-0.079
G_520	0.0253	-0.0381
G_521	0.0512	0.0079
G_522	0.0937	0.0495
G_523	-0.0075	0.0372
G_524	0.0028	0.0584
G_525	-0.0338	0.0093
G_526	0.3234	0.4168
G_527	0.0136	-0.0523
G_528	-0.0373	0.0082
G_529	-0.0313	-0.0817
G_530	-0.0334	0.0093
G_531	-0.0273	0.0162
G_532	-0.0177	-0.0689
G_533	-0.0288	0.0155
G_534	-0.0059	-0.0597
G_535	-0.0342	0.013
G_536	-0.0354	0.0104
G_537	-0.0289	0.0179
G_538	-0.0126	0.0371
G_539	-0.0381	-0.0826
G_540	-0.0125	-0.0453
G_541	-0.0356	0.0095
G_542	-0.0374	-0.0825
G_543	-0.0088	-0.0568
G_544	-0.017	0.0305
G_545	-0.0339	-0.0827
G_546	0.0389	0.0916
G_547	-0.0309	-0.078
G_548	0.0493	0.1058
G_549	-0.0347	0.0109
G_550	-0.0152	0.0227
G_551	0.3537	0.449
G_552	-0.029	-0.0754
G_553	0.1611	0.3218
G_554	-0.0344	0.0108
G_555	-0.0153	-0.0661
G_556	-0.0365	0.0074
G_557	-0.0363	-0.0821
G_558	-0.0369	0.011
G_559	-0.0168	-0.0692
G_560	0.0369	0.0998
G_561	-0.0108	0.0344
G_562	-0.0263	-0.0726
G_563	-0.025	0.0167
G_564	0.1227	0.1478
G_565	0.0786	0.0389
G_566	-0.0369	0.0096
G_567	-0.0322	0.0099
G_568	-0.0257	0.0178
G_569	0.1532	0.1546
G_570	0.0633	0.1256
G_571	-0.0368	-0.0823
G_572	-0.0379	0.009
G_573	-0.0291	0.0114
G_574	-0.0365	0.0089
G_575	-0.0271	-0.0698
G_576	-0.0342	-0.0802
G_577	-0.0216	0.0178
G_578	-0.0382	0.0087
G_579	0.1259	0.17
G_580	-0.0366	0.0101
G_581	-0.0296	-0.0755
G_582	-0.0304	0.0129
G_583	-0.0068	-0.045
G_584	-0.0369	0.0126
G_585	-0.0275	0.0219
G_586	-0.0357	0.0082
G_587	-0.0316	-0.0759
G_588	-0.033	0.0096
G_589	-0.0074	-0.0486
G_590	-0.0327	0.0114
G_591	0.0118	0.0607
G_592	0.0862	0.1458
G_593	-0.0341	-0.0822
G_594	-0.0361	0.0093
G_595	-0.0321	-0.0776
G_596	0.1227	0.0205
G_597	-0.0332	0.0099
G_598	-0.0268	0.0125
G_599	0.0143	-0.0352
G_600	-0.0363	0.0092
G_601	0.0635	0.0072
G_602	0.0107	-0.0552
G_603	-0.0324	0.0135
G_604	-0.0251	-0.0632
G_605	-0.0335	0.0101
G_606	-0.0369	-0.0774
G_607	-0.0296	-0.0813
G_608	-0.0348	-0.0825
G_609	-0.0245	-0.0512
G_610	-0.0377	0.009
G_611	-0.0347	-0.0814
G_612	-0.0343	-0.0806
G_613	-0.0013	-0.0482
G_614	-0.0273	-0.0767
G_615	-0.0278	-0.0719
G_616	-0.0014	-0.0684
G_617	-0.0274	0.0179
G_618	-0.0373	-0.0823
G_619	-0.0391	0.0089
G_620	-0.0372	0.0084
G_621	0.0135	-0.0746
G_622	-0.0378	-0.0822
G_623	-0.0363	0.009
G_624	-0.0194	-0.0693
G_625	-0.0339	0.0111
G_626	-0.0314	0.0112
G_627	-0.027	0.0187
G_628	-0.005	0.056
G_629	-0.0368	-0.0825
G_630	-0.0365	-0.0806
G_631	-0.0305	0.0144
G_632	0.0402	-0.0443
G_633	-0.0378	-0.0817
G_634	-0.0353	0.0078
G_635	0.0126	-0.0378
G_636	-0.0357	0.0076
G_637	-0.0349	-0.0777
G_638	-0.0222	0.0247
G_639	-0.0092	-0.0554
G_640	-0.0298	0.0171
G_641	0.0173	0.0771
G_642	-0.0367	0.0076
G_643	-0.0372	-0.0808
G_644	-0.0354	-0.0807
G_645	-0.0346	-0.0811
G_646	-0.0007	-0.0351
G_647	0.2027	0.2755
G_648	-0.0278	0.0178
G_649	-0.0336	-0.0763
G_650	-0.028	0.0266
G_651	-0.036	0.0119
G_652	-0.0341	0.0098
G_653	-0.039	0.0075
G_654	-0.0334	0.0134
G_655	-0.036	0.0085
G_656	0.0632	0.1123
G_657	-0.0307	0.0124
G_658	0.1508	0.1038
G_659	0.3947	0.2005
G_660	-0.028	-0.073
G_661	-0.0207	0.0238
G_662	-0.0368	0.0078
G_663	-0.0305	0.0105
G_664	-0.0325	0.0102
G_665	-0.0318	-0.0801
G_666	-0.0249	0.0203
G_667	-0.0274	0.0165
G_668	-0.0192	-0.0634
G_669	-0.0159	-0.0652
G_670	-0.0331	-0.0816
G_671	-0.0238	0.0196
G_672	-0.0278	-0.0764
G_673	-0.0366	-0.0826
G_674	-0.032	-0.0748
G_675	-0.0198	0.0249
G_676	-0.0293	-0.081
G_677	-0.0356	-0.0823
G_678	-0.024	0.0182
G_679	-0.0383	0.0089
G_680	0.1351	0.0442
G_681	-0.0288	0.0132
G_682	0.0142	-0.0415
G_683	0.126	0.0149
G_684	-0.0303	0.0139
G_685	-0.0365	-0.0784
G_686	0.0103	-0.0467
G_687	-0.0033	-0.0516
G_688	-0.0349	-0.0812
G_689	-0.0038	-0.0551
G_690	0.0022	-0.0538
G_691	-0.0137	0.0394
G_692	-0.0355	0.0087
G_693	-0.0357	0.0093
G_694	-0.0378	0.0083
G_695	-0.0358	0.0082
G_696	0.1627	0.1682
G_697	-0.0385	0.0085
G_698	-0.0298	0.0127
G_699	0.017	0.0717
G_700	-0.0059	-0.0613
G_701	-0.0021	0.0542
G_702	0.015	0.0732
G_703	-0.0377	-0.083
G_704	0.0063	0.0571
G_705	0.0391	0.0631
G_706	-0.036	0.0077
G_707	-0.0373	0.0085
G_708	-0.0366	0.0097
G_709	-0.0357	0.0131
G_710	-0.0373	0.0077
G_711	0.0135	0.0673
G_712	-0.0285	0.0142
G_713	-0.0361	0.0114
G_714	-0.0308	0.0138
G_715	0.0429	-0.0171
G_716	-0.0331	0.0129
G_717	-0.029	-0.0775
G_718	-0.0366	-0.0786
G_719	-0.0315	-0.0793
G_720	-0.0273	0.0177
G_721	-0.0349	0.0111
G_722	-0.0093	0.0321
G_723	-0.0117	-0.0603
G_724	-0.0308	0.0122
G_725	-0.031	0.0155
G_726	-0.0345	0.0096
G_727	-0.0144	0.0342
G_728	-0.0304	-0.0756
G_729	-0.0301	0.0153
G_730	-0.0392	-0.0826
G_731	-0.0317	-0.0787
G_732	-0.0151	0.0293
G_733	-0.0376	0.0103
G_734	-0.0368	0.011
G_735	-0.0183	-0.0728
G_736	-0.0381	0.0095
G_737	-0.0336	-0.0817
G_738	-0.0339	0.0124
G_739	-0.0345	0.011
G_740	-0.0306	-0.078
G_741	0.0198	0.0777
G_742	-0.0375	0.0091
G_743	-0.0234	0.0289
G_744	0	-0.046
G_745	-0.0362	-0.0808
G_746	-0.0299	0.0115
G_747	-0.033	-0.082
G_748	-0.0356	0.0095
G_749	-0.0303	-0.0802
G_750	-0.0097	-0.0423
G_751	-0.0071	0.0392
G_752	-0.0377	-0.0821
G_753	0.1199	0.0325
G_754	-0.0317	0.016
G_755	0.0109	-0.0515
G_756	-0.035	-0.0808
G_757	0.0759	0.0556
G_758	-0.0354	-0.0796
G_759	0.0178	0.0768
G_760	-0.0377	0.008
G_761	-0.0378	0.0098
G_762	0.003	-0.0576
G_763	-0.0117	0.0225
G_764	-0.02	0.0208
G_765	-0.0312	0.0123
G_766	-0.0381	-0.0806
G_767	-0.028	-0.074
G_768	-0.0333	-0.0787
G_769	-0.035	0.0082
G_770	-0.0373	-0.0817
G_771	-0.0325	-0.0817
G_772	-0.034	-0.0799
G_773	-0.0345	0.009
G_774	-0.0235	-0.0724
G_775	-0.0225	-0.0653
G_776	-0.018	0.0233
G_777	-0.0346	-0.0823
G_778	-0.0319	-0.0778
G_779	-0.0341	-0.0812
G_780	0.0148	-0.043
G_781	0.1137	-0.005
G_782	-0.0337	-0.0818
G_783	-0.0355	0.0091
G_784	0.0636	0.0695
G_785	-0.0096	0.0234
G_786	0.129	0.0071
G_787	-0.035	0.0076
G_788	0.0544	0.1066
G_789	-0.033	0.0136
G_790	-0.0166	-0.0076
G_791	-0.0332	-0.0796
G_792	0.0701	0.0014
G_793	-0.0377	-0.0792
G_794	-0.0318	-0.0762
G_795	-0.0234	0.0206
G_796	-0.0034	-0.0407
G_797	0.0418	0.1094
G_798	-0.0282	-0.0648
G_799	-0.0258	0.0164
G_800	0.0054	-0.0451
G_801	-0.0315	0.0126
G_802	0.0559	-0.0316
G_803	-0.0198	-0.0692
G_804	-0.0257	-0.0729
G_805	-0.0328	-0.0763
G_806	-0.0344	-0.0819
G_807	0.012	-0.0127
G_808	-0.0366	0.008
G_809	-0.038	0.0083
G_810	0	-0.047
G_811	-0.0145	-0.0724
G_812	-0.0245	0.036
G_813	0.0891	0.0025
G_814	-0.0329	0.0143
G_815	-0.0326	-0.0768
G_816	-0.0357	0.009
G_817	-0.0228	0.0222
G_818	-0.0326	0.0107
G_819	-0.0214	0.0239
G_820	-0.0332	-0.0798
G_821	-0.0359	-0.0805
G_822	-0.0385	0.0092
G_823	0.0288	0.0848
G_824	-0.0309	-0.0771
G_825	-0.0321	-0.0822
G_826	-0.0049	0.0569
G_827	-0.0361	-0.0826
G_828	-0.0371	0.0074
G_829	0.017	-0.0236
G_830	-0.0207	-0.065
G_831	-0.0374	0.0109
G_832	-0.031	-0.0747
G_833	-0.0349	0.0087
G_834	0.0232	-0.0357
G_835	-0.0101	0.0392
G_836	-0.0215	-0.0682
G_837	-0.0373	-0.0814
G_838	0.026	-0.0425
G_839	-0.0297	0.0142
G_840	-0.0364	-0.0823
G_841	0.0068	-0.0644
G_842	-0.0229	-0.0726
G_843	0.3215	0.4092
G_844	-0.0355	0.009
G_845	-0.0357	0.0105
G_846	-0.0249	-0.0695
G_847	-0.0382	0.009
G_848	-0.0232	0.0204
G_849	-0.0353	-0.0816
G_850	-0.0372	-0.0817
G_851	-0.0334	0.0097
G_852	-0.0354	0.0083
G_853	-0.0213	0.0224
G_854	-0.0324	-0.0805
G_855	-0.0332	0.0113
G_856	-0.0171	0.0234
G_857	-0.0323	-0.0762
G_858	0.0061	0.0505
G_859	-0.0358	-0.0822
G_860	-0.0336	0.0117
G_861	-0.0301	0.0171
G_862	0.006	0.0578
G_863	0.0448	-0.0346
G_864	-0.0206	-0.0533
G_865	0.0644	0.1446
G_866	-0.0327	0.009
G_867	-0.0272	0.0164
G_868	-0.0093	0.0456
G_869	0.0443	0.0962
G_870	-0.0285	-0.0728
G_871	0.1206	0.0799
G_872	-0.0269	-0.0719
G_873	0.0378	0.0162
G_874	-0.0383	-0.0827
G_875	-0.0354	-0.0809
G_876	0.066	0.1181
G_877	0.0356	0.0948
G_878	-0.0374	0.0089
G_879	0.0188	0.0656
G_880	0.0134	-0.0213
G_881	-0.0363	0.0083
G_882	-0.0359	0.0074
G_883	0.0691	0.1251
G_884	-0.0295	-0.0791
G_885	0.0484	-0.0312
G_886	0.078	0.0176
G_887	-0.0262	-0.0694
G_888	0.0665	-0.0136
G_889	0.1594	0.0387
G_890	-0.0312	-0.0808
G_891	-0.0021	0.0397
G_892	-0.0338	0.0088
G_893	-0.0286	0.0103
G_894	-0.0289	-0.0791
G_895	-0.0236	0.0232
G_896	0.0429	-0.0051
G_897	0.02	-0.0362
G_898	-0.0103	0.031
G_899	-0.0296	0.0178
G_900	-0.0335	0.0092
G_901	-0.0346	-0.0821
G_902	-0.0344	0.0086
G_903	-0.0117	0.0367
G_904	-0.0069	-0.0702
G_905	0.0161	-0.0294
G_906	-0.0048	0.05
G_907	-0.0376	-0.0806
G_908	-0.0226	0.0207
G_909	-0.0351	0.0081
G_910	-0.0264	-0.0579
G_911	-0.0205	0.0282
G_912	-0.0281	0.0132
G_913	0.0322	-0.0408
G_914	0.0354	0.0691
G_915	-0.0366	0.0081
G_916	-0.0227	-0.0738
G_917	-0.0347	0.0083
G_918	-0.0386	0.0078
G_919	-0.0375	-0.08
G_920	-0.0219	-0.0723
G_921	-0.0308	-0.0809
G_922	-0.0334	0.0106
G_923	-0.03	0.0131
G_924	-0.031	-0.0766
G_925	-0.016	0.0286
G_926	-0.0274	0.0162
G_927	-0.0328	-0.0799
G_928	-0.0294	-0.078
G_929	-0.0364	0.0076
G_930	0.0347	0.1141
G_931	-0.0316	0.0102
G_932	-0.0286	-0.0787
